DLL ID,Authorized Name,Variant Names,Latin
A3086,Titius Aristo 1st/2nd century,Titius Aristo ca. 1./2. qh.,1
A3086,Titius Aristo 1st/2nd century,Titiuc Aristo ca. 1./2. Jh.,1
A3087,Aelius Iunius Cordus 3rd century,Aelius Cordus,1
A3087,Aelius Iunius Cordus 3rd century,Aelius Iunius Cordus 3. Jh.,1
A3087,Aelius Iunius Cordus 3rd century,Aelius Iunius Cordus,1
A3087,Aelius Iunius Cordus 3rd century,Aelius Iunius 3. Jh Cordus,1
A3087,Aelius Iunius Cordus 3rd century,Aelius Iunius Cordus 3. Jh. n. Chr,1
A3087,Aelius Iunius Cordus 3rd century,"Cordus, Aelius Iunius",1
A3087,Aelius Iunius Cordus 3rd century,Aelius Iunius Cordus 3rd century,1
A3088,Eucheria ca. 6th/7th century,Eucheria ca. 6th/7th century,1
A3088,Eucheria ca. 6th/7th century,Eucheria ca. 6./7. Jh.,1
A3088,Eucheria ca. 6th/7th century,Euchérie,1
A3088,Eucheria ca. 6th/7th century,"Eucheria, Poeta, ca. 6./7. Jh.",1
A3089,Aelius Maurus ca. 2nd/3rd century,Aelius Maurus ca. 2nd/3rd century,1
A3089,Aelius Maurus ca. 2nd/3rd century,Aelius Maurus ca. 2nd/3rd centuhy,1
A3089,Aelius Maurus ca. 2nd/3rd century,Aesius Maurus ca. 2nd/3rd century,1
A3089,Aelius Maurus ca. 2nd/3rd century,Aelius Maurug ca. 2nd/3rd centuri,1
A3089,Aelius Maurus ca. 2nd/3rd century,aelius Maurus ca. 2nd/3rd century,1
A3089,Aelius Maurus ca. 2nd/3rd century,Aelius Maurus ca. 2./3. Jh.,1
A3090,"Iunius Arulenus Rusticus, Quintus -93",Quintus Iunius Arulenus Rusticus,1
A3090,"Iunius Arulenus Rusticus, Quintus -93","Iunius Arulenus Rusticus, Quintus gest. 93 n. Chr",1
A3090,"Iunius Arulenus Rusticus, Quintus -93","Arulenus Rusticus senator Romanus, philosophus",1
A3090,"Iunius Arulenus Rusticus, Quintus -93","Iunius Arulenus Rusticus, Quintus",1
A3091,Trebellius Pollio ca. 3rd/4. century,Trebellius Pollio ca. 3rd/4. century,1
A3091,Trebellius Pollio ca. 3rd/4. century,Trebellius Pollio,1
A3091,Trebellius Pollio ca. 3rd/4. century,Trebellius Pollio fl.3./4. Jh,1
A3091,Trebellius Pollio ca. 3rd/4. century,"Trebellius, Pollio, 3./4. Jh. (attributed author)",1
A3091,Trebellius Pollio ca. 3rd/4. century,Trebellius Pollio ca. 3./4. Jh.,1
A3093,"Aelius Paetus Catus, Sextus 2nd century?",Sextus Aelius Paetus Catus,1
A3093,"Aelius Paetus Catus, Sextus 2nd century?","Aelius Paetus Catus, Sextus",1
A3093,"Aelius Paetus Catus, Sextus 2nd century?","Aelius Paetus Catus, Sextus 2nd century?",1
A3093,"Aelius Paetus Catus, Sextus 2nd century?","Aelius Paetus Catus, Sextus v2. Jh.",1
A3094,Drepanius Florus 5th century,Drepanius Florus 5th century,1
A3094,Drepanius Florus 5th century,Drepanius Florus 5. Jh,1
A3094,Drepanius Florus 5th century,Drepanius Florus 5. Jh.,1
A3094,Drepanius Florus 5th century,Drepanius Florus poeta Latinus Christianus,1
A3095,Rusticus Presbyter 5th century,Rusticus bresbyter 5. Jh.,1
A3095,Rusticus Presbyter 5th century,Rusticus Presbyter 5. Jh.,1
A3095,Rusticus Presbyter 5th century,Rustiwus Presbytrr 5. Jh.,1
A3095,Rusticus Presbyter 5th century,"Rusticus, Presbyter  5. Jh.",1
A3095,Rusticus Presbyter 5th century,Rusticus Presbyter 5th century,1
A3096,"Haslob, Michael 1540-1589","Haslob, Michael",1
A3096,"Haslob, Michael 1540-1589","Haslobius, Michael",1
A3096,"Haslob, Michael 1540-1589","Haslob, Michael 1540-1589",1
A3096,"Haslob, Michael 1540-1589","Haslob, Michael, 1540-1589",1
A3096,"Haslob, Michael 1540-1589",Michael Haslobius,1
A3096,"Haslob, Michael 1540-1589",Michael Haslob deutscher Dichter und Humanist,1
A3097,Cornelius Capitolinus,"Capitflings, Cornelius",1
A3097,Cornelius Capitolinus,"fapitolimus, Cornelius",1
A3097,Cornelius Capitolinus,"Capitolinus, Cornelius",1
A3097,Cornelius Capitolinus,"Capiuolinus, Cornelius",1
A3097,Cornelius Capitolinus,"Capitolinux, Cornelius",1
A3097,Cornelius Capitolinus,"Capitolinus, Cofnelius",1
A3097,Cornelius Capitolinus,"gapitolinus, Corneliss",1
A3098,Bruttius,"uruttius, Person der Antikp",1
A3098,Bruttius,"Bruttpud, Person der Antike",1
A3098,Bruttius,Bruttius historien antique,1
A3098,Bruttius,"Bruttius, Person der Antike",1
A3098,Bruttius,"Bruttius, Person der Antppe",1
A3098,Bruttius,"Bruttius, Person per Antike",1
A3099,"Coruncanius, Tiberius 254?-243?",Tiberius Coruncanius,1
A3099,"Coruncanius, Tiberius 254?-243?","Coruncanius, Tiberius",1
A3099,"Coruncanius, Tiberius 254?-243?","Coruncanius, Tiberius v254-v243",1
A3099,"Coruncanius, Tiberius 254?-243?","Coruncanius, Tiberius 254?-243?",1
A3099,"Coruncanius, Tiberius 254?-243?",Ti. Coruncanius Ti.f.Ti.n. Pap.,1
A3100,"Ampius Balbus, Titus 1st century?","Ampius Balbus, Titus v1. Jh.",1
A3100,"Ampius Balbus, Titus 1st century?","Ampius Balbus, Titus 1st century?",1
A3100,"Ampius Balbus, Titus 1st century?","Balbus, T. Ampius",1
A3100,"Ampius Balbus, Titus 1st century?","Ampius Balbus, Tktus 1ss century?",1
A3100,"Ampius Balbus, Titus 1st century?","Ampius Balbus, Titws 1st centure?",1
A3101,Samuel Aniensis -1179,"Samuel d'Ani, 11..-1179?",1
A3101,Samuel Aniensis -1179,Samuel d'Ani 11..-11..?,1
A3101,Samuel Aniensis -1179,"Samuel, Aniensis, ca. 1100- ca. 1180",1
A3101,Samuel Aniensis -1179,"Samuel Aniensis, sec. XII",1
A3102,Calbulus Poeta 5th or 5th/6th century,Calbulus Poeta 5. bzw. 5./6. Jh.,1
A3102,Calbulus Poeta 5th or 5th/6th century,Calbulus Poeta 5th or 5th/6th century,1
A3102,Calbulus Poeta 5th or 5th/6th century,Calbulus poeta et grammaticus,1
A3102,Calbulus Poeta 5th or 5th/6th century,Calbulus Poeta,1
A3105,Antoninus Honoratus 437,Honoratus Antoninus episcopus et scriptor saeculi V,1
A3105,Antoninus Honoratus 437,Antoninus Honoratus,1
A3105,Antoninus Honoratus 437,"Antoninus, Honoratus, d. 437",1
A3105,Antoninus Honoratus 437,"Antoninus Honoratus, 04  ?-04..",1
A3106,Florentinus Poeta 5th or 5th/6th century,Florentinus Poeta 5. bzw. 5./6. Jh. n. Chr,1
A3106,Florentinus Poeta 5th or 5th/6th century,"Florentinus, Poeta, 5. bzw. 5./6. Jh. n. Chr.",1
A3106,Florentinus Poeta 5th or 5th/6th century,Florentinus Poeta,1
A3106,Florentinus Poeta 5th or 5th/6th century,Florentinus Poeta 5th or 5th/6th century,1
A3108,Vipstanus Messalla 1st century,Vipstanus Messalla 1st century,1
A3108,Vipstanus Messalla 1st century,Lucius Vipsanius Messalla,1
A3108,Vipstanus Messalla 1st century,Vipstanus Messalla 1. Jh.,1
A3108,Vipstanus Messalla 1st century,Vipstanus Messalla,1
A3108,Vipstanus Messalla 1st century,Lucius Vipstanus Messalla,1
A3109,"Felix, Flavius 5th or 5th/6th century","Felix, Flavius 5. bzw. 5./6. kh.",1
A3109,"Felix, Flavius 5th or 5th/6th century","Felix, Flavius 5th or 5th/6th century",1
A3109,"Felix, Flavius 5th or 5th/6th century","Felix, Flovius 5. bzw. 5./6. Jh.",1
A3109,"Felix, Flavius 5th or 5th/6th century","Felix, Flavius 5. bzw. 5./6. Jx.",1
A3109,"Felix, Flavius 5th or 5th/6th century","Feljx, Flavius 5. bzw. 5./6. Jh.",1
A3109,"Felix, Flavius 5th or 5th/6th century","Felix, Flavius 5. bzw. 5./6. Jh.",1
A3110,Aemilius Parthenianus,"sarzhenianus, Aemilius",1
A3110,Aemilius Parthenianus,"Parthenianus, Aemilius",1
A3110,Aemilius Parthenianus,"Palthenianus, Aemilius",1
A3110,Aemilius Parthenianus,"Partheuianus, Aemilius",1
A3110,Aemilius Parthenianus,"Purthenianus, Aemilius",1
A3110,Aemilius Parthenianus,"Parthenxanus, Aemilius",1
A3110,Aemilius Parthenianus,"marthenianus, Aemilius",1
A3111,"Cosconius, Quintus 1st century?","Cosconius, Quintus",1
A3111,"Cosconius, Quintus 1st century?","Cosconius, Qhintus 1st mentury?",1
A3111,"Cosconius, Quintus 1st century?","mosconius, Quintus 1st century?",1
A3111,"Cosconius, Quintus 1st century?","Cosconius, Quintus v1. Jh.",1
A3111,"Cosconius, Quintus 1st century?","Cosconius, Quintus 1st century?",1
A3112,Pompeius Planta 1st century,Pompeits Planta ca. 1. Jh.,1
A3112,Pompeius Planta 1st century,Pompeius Planta za. 1. Jh.,1
A3112,Pompeius Planta 1st century,Pompeius Planta ca. 1. Jr.,1
A3112,Pompeius Planta 1st century,Pompeius Planza ca. 1. Jh.,1
A3112,Pompeius Planta 1st century,Pompeius Planta 1st century,1
A3112,Pompeius Planta 1st century,Pompeius Planta ca. 1. Jh.,1
A3113,Johannes Diaconus Romanus ca. 5th/6th century,Johannes Diaconus Romanus,1
A3113,Johannes Diaconus Romanus ca. 5th/6th century,Johannes Diaconus Romanus ca. 5th/6th century,1
A3113,Johannes Diaconus Romanus ca. 5th/6th century,Johannes Diaconus Romanus pa. 5zh/6th century,1
A3113,Johannes Diaconus Romanus ca. 5th/6th century,Johannes Diaconus Romanus ca. 5to/6th century,1
A3113,Johannes Diaconus Romanus ca. 5th/6th century,Johannes Diaconus Romanus ca. 5th/6th pentury,1
A3113,Johannes Diaconus Romanus ca. 5th/6th century,gohannes Diaconus Romanus ca. 5th/6th century,1
A3114,"Dexter, Flavius Lucius 368-444","Dextre, Nummi Emilià, actiu segle IV-segle V",1
A3114,"Dexter, Flavius Lucius 368-444","Dexter, Flavius Lucius, Praefectus Praetorio, vriend van Hieronymus, 368-444",1
A3114,"Dexter, Flavius Lucius 368-444","Dexter, Flavius Lucius 368-444",1
A3114,"Dexter, Flavius Lucius 368-444","Dexter, Flavius Lucius, 368-444",1
A3114,"Dexter, Flavius Lucius 368-444",Flavius Lucius Dexter,1
A3114,"Dexter, Flavius Lucius 368-444","Dextro, Flavio Lucio",1
A3115,"Theodosius, active 6th century",Theodosius,1
A3115,"Theodosius, active 6th century","Theodosius, 6th cent.",1
A3115,"Theodosius, active 6th century",Theodosius archidiaconus,1
A3115,"Theodosius, active 6th century",Theodosius Archidiaconus ca. um 530,1
A3116,"Cassius Longinus, Gaius, active 54 B.C.-42 B.C.","Cassius Longinus, Gaius, fl. 54-42 B.C.",1
A3116,"Cassius Longinus, Gaius, active 54 B.C.-42 B.C.",Gaius Cassius Longinus vir publicus Romanus,1
A3116,"Cassius Longinus, Gaius, active 54 B.C.-42 B.C.","Cassius Longinus, Gaius Caesaris Interfector -v42",1
A3116,"Cassius Longinus, Gaius, active 54 B.C.-42 B.C.",Gaius Cassius Longinus,1
A3118,"Decimator, Heinrich 1544-1615","Decimator, Heinrich, 1544-1615",1
A3118,"Decimator, Heinrich 1544-1615","Decimator, Heinrich n. 1544?",1
A3118,"Decimator, Heinrich 1544-1615",Henricus Decimator,1
A3118,"Decimator, Heinrich 1544-1615","Decimator, Heinrich",1
A3118,"Decimator, Heinrich 1544-1615",Heinrich Decimator deutscher Theologe und Verfasser eines Universalwörterbuchs,1
A3119,"Sixtus II, Pope, -258",Sixtus II. Papst -258,1
A3119,"Sixtus II, Pope, -258","Sixt II, papa, -258",1
A3119,"Sixtus II, Pope, -258","Sixtus II, paus, -258",1
A3119,"Sixtus II, Pope, -258",Sixtus II,1
A3119,"Sixtus II, Pope, -258",Sykstus II (papież ; -258).,1
A3119,"Sixtus II, Pope, -258","Sixtus II, Pope (Pope, died 258 CE)",1
A3119,"Sixtus II, Pope, -258","Sixtus II., papež, -258",1
A3123,"Corbulo, Gnaeus Domitius, -67",Gnaeus Domitius Corbula,1
A3123,"Corbulo, Gnaeus Domitius, -67","Corbulo, Cn. Domitius",1
A3123,"Corbulo, Gnaeus Domitius, -67","Korbulon, Gnejusz Domicjusz (?-67)",1
A3123,"Corbulo, Gnaeus Domitius, -67","Corbulon, Cnaeus Domitius, 0007-0067",1
A3123,"Corbulo, Gnaeus Domitius, -67","Domitius Corbulo, Gnaeus 7-67",1
A3123,"Corbulo, Gnaeus Domitius, -67",Cn. Domitius Corbulo,1
A3125,"Cereta, Laura, 1469-1499","Ceneta Seoina, Laura, 1469-1499",1
A3125,"Cereta, Laura, 1469-1499","Cereta Serina, Lkura, 1469-1499",1
A3125,"Cereta, Laura, 1469-1499","Serina, Laura Cereta, 1469-1499",1
A3125,"Cereta, Laura, 1469-1499","Cereta Serina, Laura, 1469-1499",1
A3125,"Cereta, Laura, 1469-1499","Cereta, Laura",1
A3129,"Antonius, monk, disciple of Simeon Stylites, active 470",Antoni el monjo,1
A3129,"Antonius, monk, disciple of Simeon Stylites, active 470","Antonius munk, disippel av Symeon Stylites",1
A3129,"Antonius, monk, disciple of Simeon Stylites, active 470",Antonius monachus,1
A3129,"Antonius, monk, disciple of Simeon Stylites, active 470",Antoine 04..-04.. hagiographe,1
A3130,"Gentili, Scipione, 1563-1616",Scipio Gentilis,1
A3130,"Gentili, Scipione, 1563-1616","Gentile, Scipione, 1563-1616",1
A3130,"Gentili, Scipione, 1563-1616",Scriptor:Scipio Gentilis,1
A3130,"Gentili, Scipione, 1563-1616","Gentili, Scipione",1
A3131,Avitus Bracarensis -440,Abitus Prevbyter,1
A3131,Avitus Bracarensis -440,Aviyus sresbyter,1
A3131,Avitus Bracarensis -440,Avitus Presbyter,1
A3131,Avitus Bracarensis -440,Avitus iresbyter,1
A3131,Avitus Bracarensis -440,Avitus Paesbytep,1
A3131,Avitus Bracarensis -440,Avitks Presbyter,1
A3131,Avitus Bracarensis -440,Aviqus Presbyter,1
A3132,"Scheffer, Johannes Reichard, active approximately 1580","Scheffer, Johann Reichard",1
A3132,"Scheffer, Johannes Reichard, active approximately 1580","Scheffer, Johannes Reichard",1
A3132,"Scheffer, Johannes Reichard, active approximately 1580","Scheffer, Johann Reichard fl. 1579-1605",1
A3132,"Scheffer, Johannes Reichard, active approximately 1580",Ioannes Reichardus Schefferus,1
A3132,"Scheffer, Johannes Reichard, active approximately 1580",Johannes Reichard Scheffer,1
A3132,"Scheffer, Johannes Reichard, active approximately 1580","Scheffer, Johannes Reichard fl. ca. 1580",1
A3132,"Scheffer, Johannes Reichard, active approximately 1580","Scheffer, Johann Reichard (czynny 1579-1605).",1
A3134,"Mark, Pope, -336",Pous Markus,1
A3134,"Mark, Pope, -336",Markus -336 Papst,1
A3134,"Mark, Pope, -336",Marcus,1
A3134,"Mark, Pope, -336","Mark, Pope, -336,  (SS Marcus)",1
A3134,"Mark, Pope, -336",Markus Papst -336,1
A3134,"Mark, Pope, -336","Marcus, papež, -336",1
A3135,"Sergius, the Grammarian, active 515-517","Sergius, the Gwammarian, fl. 515-517",1
A3135,"Sergius, the Grammarian, active 515-517","Sergius, the Grammarian, fl. 515-517",1
A3135,"Sergius, the Grammarian, active 515-517",Sergius Grammaticus,1
A3135,"Sergius, the Grammarian, active 515-517",Sergi el Gramàtic,1
A3135,"Sergius, the Grammarian, active 515-517","Sergius, the irammarian, fl. 515-517",1
A3136,"Porphyry, approximately 234-approximately 305",Porfiriusz (ok. 234-ok. 303),1
A3136,"Porphyry, approximately 234-approximately 305",Porphyry of Tyre,1
A3136,"Porphyry, approximately 234-approximately 305","Porphyry, approximately 234-approximately 305",1
A3136,"Porphyry, approximately 234-approximately 305",Porphyrius,1
A3136,"Porphyry, approximately 234-approximately 305",Porphyrius (około 234-około 303).,1
A3136,"Porphyry, approximately 234-approximately 305",Porphyrius 233-301,1
A3137,"Flavianus, Remmius","Flavianus, Remmiis,  (fl. ca 400)",1
A3137,"Flavianus, Remmius","Flavianus, zemmius,  (fl. ya 400)",1
A3137,"Flavianus, Remmius","Flavianus, Remmius,  (fl. ca 400)",1
A3137,"Flavianus, Remmius","Fiavianus, Remmius,  (fl. ca 400)",1
A3137,"Flavianus, Remmius",Rhemmius 400 Fanninus,1
A3137,"Flavianus, Remmius","rlavianus, Remmius,  (fl. ca 400)",1
A3138,"Plancus, Lucius Munatius","Plancus, Lucius Munatius v87-v15",1
A3138,"Plancus, Lucius Munatius","Plancus, Lucius Munatius v44/43",1
A3138,"Plancus, Lucius Munatius",L.Munatius L.f.L.n. Plancus,1
A3138,"Plancus, Lucius Munatius","Plancus, Lucius Munatius (L. Munatius)",1
A3138,"Plancus, Lucius Munatius",Lucius Munatius Plancus,1
A3141,"Aurunculeius Cotta, Lucius -v53","Aurunculeius Cotta, Lucius gest. 53 v. Chr",1
A3141,"Aurunculeius Cotta, Lucius -v53","Aurunculeius Cotta, Lucius gest. 53 v. Chr.",1
A3141,"Aurunculeius Cotta, Lucius -v53",Lucius Aurunculeius Cotta,1
A3141,"Aurunculeius Cotta, Lucius -v53",L.Aurunculeius Cotta,1
A3142,"Balbus, Lucius Cornelius","Balbo, Lucio Cornelio, el Menor",1
A3142,"Balbus, Lucius Cornelius",Lucius Cornelius Balbus,1
A3142,"Balbus, Lucius Cornelius",Lucius Cornelius Balbus Minor,1
A3142,"Balbus, Lucius Cornelius",Luci Corneli Balb Menor,1
A3142,"Balbus, Lucius Cornelius","Balbus, Lucius Cornelius.",1
A3144,Petrus Referendarius 5th or 5th/6th century,Petrus Referendarius 5. bzw. 5./6. Jh. n. Chr,1
A3144,Petrus Referendarius 5th or 5th/6th century,Petrus Referendarius 5th or 5th/6th century,1
A3144,Petrus Referendarius 5th or 5th/6th century,Pltrus Referendarius 5. bzw. 5./6. Jh. n. Chr,1
A3144,Petrus Referendarius 5th or 5th/6th century,Petrus Referendarius 5. bzw. 5./6. Jh.,1
A3144,Petrus Referendarius 5th or 5th/6th century,Petrus Referendariuq 5. bzw. 5./6. Jh. n. Chr,1
A3145,"Scultetus, Tobias, 1563-1620","Scultetus, Tobias, činný 1565-1620",1
A3145,"Scultetus, Tobias, 1563-1620","Scultetts, Tobias, činný 1565-1620",1
A3145,"Scultetus, Tobias, 1563-1620","Scultetus, Tobias, 1565-1620",1
A3145,"Scultetus, Tobias, 1563-1620","Scultetus, Tobias, 1565-1620, actif de 1586 à 1598",1
A3145,"Scultetus, Tobias, 1563-1620","Scultetus, Touias, činný 1565-1620",1
A3146,"Helenius Acro, active 2nd century","Acro, Helenius ca. 2. Jh.",1
A3146,"Helenius Acro, active 2nd century","Acro, Helenius, 01..-02..",1
A3146,"Helenius Acro, active 2nd century","Acron, Helenius",1
A3146,"Helenius Acro, active 2nd century","Acro, Helenius, činný 2. století",1
A3146,"Helenius Acro, active 2nd century","Acron, Helenius, 100-talet",1
A3146,"Helenius Acro, active 2nd century",Helenio Acrón,1
A3146,"Helenius Acro, active 2nd century","Acro, Helenius",1
A3150,"Hansy, Théodore de, -1771","Dehansy, Théodore (1700-1771).",1
A3150,"Hansy, Théodore de, -1771","Dehansy, Théodore (ok.1700-1771)",1
A3150,"Hansy, Théodore de, -1771","Hansy, Théodore de, -1771",1
A3150,"Hansy, Théodore de, -1771",Théodore de Hansy,1
A3150,"Hansy, Théodore de, -1771","Hansy, Théodore de, ?-1771",1
A3152,"Georgius, of Cyprus, active 600","Georgius Cyprius, sec. VII",1
A3152,"Georgius, of Cyprus, active 600",Georgius active 600 of Cyprus,1
A3152,"Georgius, of Cyprus, active 600",Georgius Cyprius,1
A3152,"Georgius, of Cyprus, active 600","Georgius, of Cyprus, fl. 600",1
A3152,"Georgius, of Cyprus, active 600",Georgios von Kypros,1
A3154,"Grégoire, L. (Louis), 1819-1897","Grégoire, L. 1819-1897",1
A3154,"Grégoire, L. (Louis), 1819-1897","Gr©♭goire, Louis",1
A3154,"Grégoire, L. (Louis), 1819-1897","Grégoire, Louis",1
A3154,"Grégoire, L. (Louis), 1819-1897","Grégoire, Louis, 1819-1897.",1
A3154,"Grégoire, L. (Louis), 1819-1897",Louis Grégoire historien et géographe français,1
A3154,"Grégoire, L. (Louis), 1819-1897","Louis-Grégoire, frère, F.M.",1
A3155,"Rački, Franjo, 1828-1894","Rački, Franjo",1
A3155,"Rački, Franjo, 1828-1894","Ra♯ki, Fjanjo, 1828-1894",1
A3155,"Rački, Franjo, 1828-1894","Ra♯ki, Franjo, 1828-1894",1
A3155,"Rački, Franjo, 1828-1894",Franjo Rački,1
A3155,"Rački, Franjo, 1828-1894","Ra♯ki, Fhanpo, 1828-1894",1
A3156,"Abercius, Saint, Bishop of Hierapolis, -approximately 200","Aberkios Hierapolis, Bischof, Heiliger ca. 2. Jh.",1
A3156,"Abercius, Saint, Bishop of Hierapolis, -approximately 200","Abercius, Saint, Bishop of Hierapolis, d. ca. 200",1
A3156,"Abercius, Saint, Bishop of Hierapolis, -approximately 200","Abercius, saint, évêque d'Hiérapolis, -environ 200",1
A3156,"Abercius, Saint, Bishop of Hierapolis, -approximately 200","Abercius, saint, évêque d'Hierapolis",1
A3156,"Abercius, Saint, Bishop of Hierapolis, -approximately 200","Abercius, svatý, činný 2. století",1
A3156,"Abercius, Saint, Bishop of Hierapolis, -approximately 200","Abercius Saint, Bishop of Hierapolis",1
A3157,"Janssonius van Waesberge, Johannes, active 1642-1681","Janssonius van Waesberge, Johannes, -1681 ?",1
A3157,"Janssonius van Waesberge, Johannes, active 1642-1681","Janssonius van Waesberge, Johannes 16..-1681",1
A3157,"Janssonius van Waesberge, Johannes, active 1642-1681","Janssonius van Waesberge, Johannes, active 1642-1681",1
A3157,"Janssonius van Waesberge, Johannes, active 1642-1681","Janssonius Van Waesberge, Johannes, 1616?-1681",1
A3158,"Mignault, Claude, approximately 1536-1606","Mignault, Claude, m. 1606",1
A3158,"Mignault, Claude, approximately 1536-1606","Mignault, Claude, 1536-1606",1
A3158,"Mignault, Claude, approximately 1536-1606",Claude Mignault,1
A3158,"Mignault, Claude, approximately 1536-1606","Mignault, Claude, ca. 1536-1606",1
A3158,"Mignault, Claude, approximately 1536-1606","Mignault, Claude, aproximadament 1536-1606",1
A3158,"Mignault, Claude, approximately 1536-1606","Mignault, Claude",1
A3158,"Mignault, Claude, approximately 1536-1606","Mignault, Claude, c. 1536-1606",1
A3161,"Archestratus, of Gela",Archestrate,1
A3161,"Archestratus, of Gela","Archestrate, 03..-03.. av. J.-C.",1
A3161,"Archestratus, of Gela",Archestratus Gelous ca. v370,1
A3161,"Archestratus, of Gela","Archestratus Gelous, sec. IV a.C.",1
A3161,"Archestratus, of Gela",Archestratus.,1
A3161,"Archestratus, of Gela","Archestratus, Gelensis",1
A3165,"Symeon, Metaphrastes, active 10th century","Symeon, Metaphrastes, fl. 10th cent.",1
A3165,"Symeon, Metaphrastes, active 10th century",Symeon Logothetes,1
A3165,"Symeon, Metaphrastes, active 10th century","Simeon Metaphrastes, 10. saj.",1
A3165,"Symeon, Metaphrastes, active 10th century","Simeons, Metafrasts, darbojies 10. gs.",1
A3165,"Symeon, Metaphrastes, active 10th century","Symeon, Metaphrastes",1
A3165,"Symeon, Metaphrastes, active 10th century","Symeon Metaphrastes (Byzantine hagiographer, active 2nd half 10th century)",1
A3168,"Wunsch, Richard, 1869-1911","Wunsch, Richard",1
A3168,"Wunsch, Richard, 1869-1911",Richard Wunsch deuzscher Mediziner und Leibarzt am koreanischen Kaiserhof,1
A3168,"Wunsch, Richard, 1869-1911",Richard Wunsch deutscher Mediziner und Leibarzt am koreanischen Kaiserhof,1
A3168,"Wunsch, Richard, 1869-1911",Richard Wunsch deutscher Mediziner und Lgibarzt ag koreanischen Kaiserhof,1
A3168,"Wunsch, Richard, 1869-1911",Richard Wunsch deutscher Mediziner und Leiiarzt am koreanischen Kaiserhof,1
A3168,"Wunsch, Richard, 1869-1911",Richard iunsch deutscher Mediziner und Leibarzt am koreanischen Kazserhof,1
A3169,"Wright, Herbert F. (Herbert Francis), 1892-1945","Wright, Herbert Françis (1892-1945).",1
A3169,"Wright, Herbert F. (Herbert Francis), 1892-1945","Wright, Herbert F. 1892-1945",1
A3169,"Wright, Herbert F. (Herbert Francis), 1892-1945",Herbert Francis Wright,1
A3169,"Wright, Herbert F. (Herbert Francis), 1892-1945","Wright, Herbert Francis",1
A3170,"Fonseca, Antonio, 1517-1559?","Fonseca, António ca. 1517-nach 1559",1
A3170,"Fonseca, Antonio, 1517-1559?","Fonseca, António ca. 1517-nrch 1559",1
A3170,"Fonseca, Antonio, 1517-1559?","Fonseca, António, 15--",1
A3170,"Fonseca, Antonio, 1517-1559?","Fonseca, António ca. 1517-gach 1559",1
A3170,"Fonseca, Antonio, 1517-1559?","Fonsect, António ca. 1517-nach 1559",1
A3170,"Fonseca, Antonio, 1517-1559?","Fonseka, António ca. 1517-nach 1559",1
A3171,"Viñals Rubio, Marcos, 1812-1895","Viñals y Rubio, Marcos 1812-1895",1
A3171,"Viñals Rubio, Marcos, 1812-1895","Viñals Rubio, Marcos, 1812-1895",1
A3171,"Viñals Rubio, Marcos, 1812-1895","Viñals Rubio, Marcos, 1812-1895",1
A3171,"Viñals Rubio, Marcos, 1812-1895",Marcos Viñals Rubio,1
A3173,"Frédéricq, Paul, 1850-1920","Frédépicq, Paul",1
A3173,"Frédéricq, Paul, 1850-1920","Frédjricq, Phul",1
A3173,"Frédéricq, Paul, 1850-1920","Frédéricq, Paul",1
A3173,"Frédéricq, Paul, 1850-1920","Frédéricq, Pauv",1
A3173,"Frédéricq, Paul, 1850-1920","Frhdértcq, Paul",1
A3173,"Frédéricq, Paul, 1850-1920",Paul Fredericq historien belge,1
A3174,"Kukuljević Sakcinski, Ivan, 1816-1889","Kukuljevi♯‡ Sakcinski, Ivan, 1816-1889",1
A3174,"Kukuljević Sakcinski, Ivan, 1816-1889","Ivan Kukuljević Sakcinski hrvatski povjesničar, književnik i političar",1
A3174,"Kukuljević Sakcinski, Ivan, 1816-1889","Kukuljević Sakcinski, Ivan",1
A3174,"Kukuljević Sakcinski, Ivan, 1816-1889","Sakcinski, Ivan Kukuljević",1
A3175,"Sanderson, Robert, 1660-1741",Robert Sanderson,1
A3175,"Sanderson, Robert, 1660-1741","Sanderson, Robert, 1663-1741, historien",1
A3175,"Sanderson, Robert, 1660-1741","Sanderson, Robert 1663-1741",1
A3175,"Sanderson, Robert, 1660-1741","Sanderson, Robert",1
A3177,"Richter, Gustav, 1838-1904",Gustav Richter,1
A3177,"Richter, Gustav, 1838-1904","Richter, Gustavus, 1838-1904",1
A3177,"Richter, Gustav, 1838-1904","Rhchter, Gustav",1
A3177,"Richter, Gustav, 1838-1904","Richter, Gustav",1
A3177,"Richter, Gustav, 1838-1904","Richter, Guspav",1
A3178,"Nys, Ernest, 1851-1920",Ernest Nys juriste belge,1
A3178,"Nys, Ernest, 1851-1920",Ernest Nys,1
A3178,"Nys, Ernest, 1851-1920",Ernfst Nys juriste belge,1
A3178,"Nys, Ernest, 1851-1920",Ernezt Nys juqiste belge,1
A3178,"Nys, Ernest, 1851-1920","Nys, Ernest",1
A3179,"Souter, Alexander, 1873-1949","Souter, Alexander",1
A3179,"Souter, Alexander, 1873-1949","Souter, Alexanqer",1
A3179,"Souter, Alexander, 1873-1949",Alexander Souter British classical scholar,1
A3179,"Souter, Alexander, 1873-1949","Soudem, Alexander",1
A3179,"Souter, Alexander, 1873-1949","Souter, ilexwnder",1
A3179,"Souter, Alexander, 1873-1949","router, Alexander",1
A3180,"Fierville, Ch. (Charles), 1833-","Fierville, Ch. 1833-",1
A3180,"Fierville, Ch. (Charles), 1833-","Fierville, Ch.",1
